"","Sp1","Plant","Plant_ID","Revision_ID","DateTime","Behaviour","Coexistence","n_cam","Days","Days.in.field","duration","ID","effort_pl_sp","effort_ind","Long","Lat","SpeciesType"
"6165","turdus merula","aune","aune002","Rev15",2022-11-27 12:13:56,"eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0025.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6166","chloris chloris","mcom","mcom002","Rev18",2022-11-27 12:42:18,"eating",FALSE,1,"11.12131944",12,"27.25","Mcom002_Rev18_IMG_0134.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6167","sus scrofa","aune","aune011","Rev15",2022-11-27 12:45:24,"searching for food",FALSE,2,"23.86247686",24,"42","Aune011_Rev15_IMG_0025.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6168","turdus merula","mcom","mcom002","Rev18",2022-11-27 13:03:18,"eating",FALSE,1,"11.12131944",12,"50.25","Mcom002_Rev18_IMG_0135.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6169","sylvia melanocephala","aspa","aspa020","Rev23",2022-11-27 13:08:36,"eating",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0059.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6170","turdus merula","aune","aune002","Rev15",2022-11-27 13:11:08,"eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0027.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6171","turdus merula","mcom","mcom002","Rev18",2022-11-27 13:14:28,"eating, eating, eating",FALSE,1,"11.12131944",12,"82.75","Mcom002_Rev18_IMG_0136.MP4, IMG_0137.MP4, IMG_0138.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6172","turdus merula","mcom","mcom002","Rev18",2022-11-27 13:32:12,"eating",FALSE,1,"11.12131944",12,"10.25","Mcom002_Rev18_IMG_0139.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6173","sus scrofa","aune","aune011","Rev15",2022-11-27 13:32:34,"searching for food, searching for food",FALSE,2,"23.86247686",24,"50","Aune011_Rev15_IMG_0026.MP4, IMG_0027.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6174","turdus merula","mcom","mcom002","Rev18",2022-11-27 13:32:36,"eating",FALSE,1,"11.12131944",12,"69.25","Mcom002_Rev18_IMG_0140.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6175","sus scrofa","aune","aune006","Rev15",2022-11-27 13:57:32,"probably eating",FALSE,1,"11.90032407",12,"40","Aune006_Rev15_IMG_0064.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6176","turdus merula","mcom","mcom002","Rev18",2022-11-27 14:07:36,"eating",FALSE,1,"11.12131944",12,"17.25","Mcom002_Rev18_IMG_0141.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6177","turdus merula","mcom","mcom002","Rev18",2022-11-27 14:18:24,"eating, eating, probably eating",FALSE,1,"11.12131944",12,"112.75","Mcom002_Rev18_IMG_0142.MP4, IMG_0143.MP4, IMG_0144.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6178","sus scrofa","aune","aune011","Rev15",2022-11-27 14:24:06,"searching for food",FALSE,2,"23.86247686",24,"25","Aune011_Rev15_IMG_0029.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6179","sus scrofa","aune","aune009","Rev15",2022-11-27 14:30:36,"searching for food",FALSE,1,"11.73055556",12,"19","Aune009_Rev15_IMG_0020.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Mammal"
"6180","cervus elaphus","oeur","oeur018","Rev14",2022-11-27 15:32:28,"searching for food",FALSE,1,"11.86571759",12,"19.749684","Oeur018_Rev14_IMG_0019.AVI",1118.967916671,82.03935185,-6.444847025,37.02415402,"Mammal"
"6181","turdus merula","aune","aune002","Rev15",2022-11-27 17:02:06,"searching for food",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0031.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6182","sylvia melanocephala","aspa","aspa025","Rev23",2022-11-27 17:16:12,"eating, eating",FALSE,1,"5.016643519",5,"20","Aspa025_Rev23_IMG_0006.MP4, IMG_0007.MP4",1143.625705974,22.313055549,-6.446081009,36.96463899,"Bird"
"6183","sylvia melanocephala","aspa","aspa025","Rev23",2022-11-27 17:49:04,"eating",FALSE,1,"5.016643519",5,"10.25","Aspa025_Rev23_IMG_0008.MP4",1143.625705974,22.313055549,-6.446081009,36.96463899,"Bird"
"6184","sus scrofa","aune","aune006","Rev15",2022-11-27 17:53:30,"searching for food",FALSE,1,"11.90032407",12,"17","Aune006_Rev15_IMG_0068.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6185","sus scrofa","aune","aune011","Rev15",2022-11-27 18:22:48,"searching for food, searching for food, searching for food",FALSE,2,"23.86247686",24,"44.25","Aune011_Rev15_IMG_0030.MP4, IMG_0031.MP4, IMG_0032.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6186","meles meles","aune","aune002","Rev15",2022-11-27 22:15:38,"eating, eating",FALSE,2,"23.8762037",24,"30","Aune002_Rev15_IMG_0032.MP4, IMG_0033.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Mammal"
"6187","sus scrofa","aune","aune011","Rev15",2022-11-27 23:28:10,"probably eating, probably eating, searching for food",FALSE,2,"23.86247686",24,"40","Aune011_Rev15_IMG_0034.MP4, IMG_0035.MP4, IMG_0036.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6188","turdus merula","aune","aune010","Rev15",2022-11-28 11:35:22,"probably eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0075.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6189","turdus merula","aune","aune010","Rev15",2022-11-28 11:48:48,"eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0076.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6190","genetta genetta","aune","aune002","Rev15",2022-11-28 00:28:00,"eating",FALSE,2,"23.8762037",24,"19","Aune002_Rev15_IMG_0034.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Mammal"
"6191","genetta genetta","aune","aune002","Rev15",2022-11-28 00:44:04,"probably eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0035.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Mammal"
"6192","apode-mus","mcom","mcom001","Rev18",2022-11-28 03:03:34,"searching for food",FALSE,2,"18.668402776",24,"10","Mcom001_Rev18_IMG_0001.MP4",849.133425906,154.366793974,-6.481929989532,36.982639962807,"Mammal"
"6193","cervus elaphus","aune","aune010","Rev15",2022-11-28 06:15:26,"probably eating, searching for food, probably eating, searching for food, searching for food, searching for food, searching for food, probably eating",FALSE,2,"23.82726852",24,"18.35","Aune010_Rev15_IMG_0077.MP4, IMG_0078.MP4, IMG_0079.MP4, IMG_0080.MP4, IMG_0081.MP4, IMG_0082.MP4, IMG_0083.MP4, IMG_0084.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6194","cervus elaphus","aune","aune010","Rev15",2022-11-28 06:36:36,"searching for food, searching for food, searching for food",FALSE,2,"23.82726852",24,"6.2","Aune010_Rev15_IMG_0086.MP4, IMG_0087.MP4, IMG_0088.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6195","turdus merula","aune","aune009","Rev15",2022-11-28 09:55:42,"eating",FALSE,1,"11.73055556",12,"10","Aune009_Rev15_IMG_0027.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Bird"
"6196","turdus merula","aune","aune011","Rev15",2022-11-28 10:29:40,"eating",FALSE,2,"23.86247686",24,"18","Aune011_Rev15_IMG_0005.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Bird"
"6197","sylvia undata","oeur","oeur015","Rev14",2022-11-28 10:45:24,"probably eating",FALSE,1,"11.86393519",12,"10.249836","Oeur015_Rev14_IMG_0008.AVI",1118.967916671,42.065532412,-6.444596993,37.02418503,"Bird"
"6198","erithacus rubecula","aspa","aspa020","Rev23",2022-11-28 11:32:38,"searching for food",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0074.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6199","sus scrofa","aune","aune011","Rev15",2022-11-28 11:37:22,"searching for food",FALSE,2,"23.86247686",24,"31","Aune011_Rev15_IMG_0039.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6200","turdus merula","aune","aune002","Rev15",2022-11-28 11:44:00,"probably eating, probably eating",FALSE,2,"17.80337963",24,"20","Aune002_Rev15_IMG_0037.MP4, IMG_0028.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6201","turdus philomelos","aune","aune002","Rev15",2022-11-28 12:30:54,"probably eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0038.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6202","sus scrofa","aune","aune006","Rev15",2022-11-28 12:39:30,"searching for food",FALSE,1,"11.90032407",12,"32.5","Aune006_Rev15_IMG_0071.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6203","turdus merula","mcom","mcom002","Rev18",2022-11-28 13:00:40,"probably eating, eating",FALSE,1,"11.12131944",12,"37.25","Mcom002_Rev18_IMG_0157.MP4, IMG_0158.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6204","turdus merula","mcom","mcom002","Rev18",2022-11-28 13:09:03,"eating",FALSE,1,"11.12131944",12,"10.25","Mcom002_Rev18_IMG_0159.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6205","sylvia undata","aspa","aspa020","Rev23",2022-11-28 13:21:10,"probably eating",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0106.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6206","sylvia communis","aspa","aspa020","Rev23",2022-11-28 15:00:48,"searching for food",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0126.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6207","turdus merula","aune","aune011","Rev15",2022-11-28 16:57:22,"probably eating",FALSE,2,"23.86247686",24,"28","Aune011_Rev15_IMG_0043.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Bird"
"6208","vulpes vulpes","aune","aune006","Rev15",2022-11-28 17:42:30,"searching for food",FALSE,1,"11.90032407",12,"17","Aune006_Rev15_IMG_0073.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6209","cervus elaphus","aspa","aspa027","Rev23",2022-11-28 17:51:54,"eating",FALSE,1,"5.017592593",5,"37.957726","Aspa027_Rev23_IMG_0015.AVI",1143.625705974,27.537847222,-6.446247976,36.96449499,"Mammal"
"6210","cervus elaphus","aspa","aspa027","Rev23",2022-11-28 17:52:36,"eating",FALSE,1,"5.017592593",5,"26.832904","Aspa027_Rev23_IMG_0016.AVI",1143.625705974,27.537847222,-6.446247976,36.96449499,"Mammal"
"6211","cervus elaphus","aune","aune011","Rev15",2022-11-28 18:22:48,"eating, eating, searching for food, probably eating, eating, probably eating, probably eating, eating, probably eating, probably eating, probably eating",FALSE,2,"23.86247686",24,"177.25","Aune011_Rev15_IMG_0045.MP4, IMG_0046.MP4, IMG_0047.MP4, IMG_0048.MP4, IMG_0049.MP4, IMG_0050.MP4, IMG_0051.MP4, IMG_0052.MP4, IMG_0053.MP4, IMG_0054.MP4, IMG_0055.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6212","cervus elaphus","aune","aune011","Rev15",2022-11-28 18:27:42,"eating, probably eating, probably eating, probably eating, probably eating, probably eating",FALSE,2,"23.86247686",24,"87","Aune011_Rev15_IMG_0056.MP4, IMG_0057.MP4, IMG_0058.MP4, IMG_0059.MP4, IMG_0061.MP4, IMG_0062.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6213","sylvia melanocephala","aspa","aspa020","Rev23",2022-11-28 18:59:58,"eating, eating",FALSE,1,"5.015069444",5,"20","Aspa020_Rev23_IMG_0132.MP4, IMG_0133.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6214","genetta genetta","aune","aune006","Rev15",2022-11-28 20:33:34,"eating, eating, eating",FALSE,1,"11.90032407",12,"38","Aune006_Rev15_IMG_0074.MP4, IMG_0075.MP4, IMG_0076.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6215","sus scrofa","aune","aune010","Rev15",2022-11-28 21:51:26,"eating",FALSE,2,"23.82726852",24,"53.25","Aune010_Rev15_IMG_0090.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6216","vulpes vulpes","aune","aune010","Rev15",2022-11-28 22:09:42,"eating, probably eating, eating, probably eating, eating",FALSE,2,"23.82726852",24,"95","Aune010_Rev15_IMG_0091.MP4, IMG_0092.MP4, IMG_0094.MP4, IMG_0095.MP4, IMG_0096.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6217","vulpes vulpes","aune","aune010","Rev15",2022-11-28 22:15:12,"eating, searching for food, probably eating",FALSE,2,"23.82726852",24,"52.5","Aune010_Rev15_IMG_0098.MP4, IMG_0099.MP4, IMG_0100.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6218","cervus elaphus","aune","aune010","Rev15",2022-11-28 22:25:36,"searching for food, eating, probably eating",FALSE,2,"23.82726852",24,"120.75","Aune010_Rev15_IMG_0101.MP4, IMG_0102.MP4, IMG_0103.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6219","turdus merula","aune","aune010","Rev15",2022-11-29 11:07:22,"probably eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0104.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6220","vulpes vulpes","aune","aune010","Rev15",2022-11-28 23:10:14,"probably eating, eating, eating",FALSE,2,"23.82726852",24,"39","Aune010_Rev15_IMG_0105.MP4, IMG_0106.MP4, IMG_0107.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6221","vulpes vulpes","aune","aune010","Rev15",2022-11-28 23:54:58,"probably eating, eating",FALSE,2,"23.82726852",24,"42","Aune010_Rev15_IMG_0108.MP4, IMG_0109.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6222","genetta genetta","aune","aune006","Rev15",2022-11-29 00:23:52,"eating, searching for food",FALSE,1,"11.90032407",12,"20","Aune006_Rev15_IMG_0077.MP4, IMG_0078.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6223","genetta genetta","aune","aune006","Rev15",2022-11-29 00:27:56,"probably eating",FALSE,1,"11.90032407",12,"10","Aune006_Rev15_IMG_0079.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6224","genetta genetta","aune","aune011","Rev15",2022-11-29 00:50:04,"searching for food",FALSE,2,"23.86247686",24,"10","Aune011_Rev15_IMG_0066.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6225","vulpes vulpes","aune","aune011","Rev15",2022-11-29 01:29:22,"probably eating",FALSE,2,"23.86247686",24,"10","Aune011_Rev15_IMG_0067.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6226","cervus elaphus","aune","aune010","Rev15",2022-11-29 01:32:38,"eating, eating",FALSE,2,"23.82726852",24,"93","Aune010_Rev15_IMG_0110.MP4, IMG_0111.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6227","vulpes vulpes","aune","aune011","Rev15",2022-11-29 01:42:54,"searching for food",FALSE,2,"23.86247686",24,"17","Aune011_Rev15_IMG_0068.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6228","genetta genetta","aune","aune002","Rev15",2022-11-29 01:49:32,"eating",FALSE,2,"23.8762037",24,"20","Aune002_Rev15_IMG_0044.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Mammal"
"6229","sus scrofa","oeur","oeur013","Rev14",2022-11-29 04:28:06,"eating",FALSE,1,"11.86277778",12,"10.20817","Oeur013_Rev14_IMG_0009.AVI",1118.967916671,84.047222228,-6.005634964,37.41198803,"Mammal"
"6230","cervus elaphus","oeur","oeur021","Rev14",2022-11-29 04:55:36,"eating, eating, eating",FALSE,1,"8.917268519",12,"59","Oeur021_Rev14_IMG_0005.MP4, IMG_0006.MP4, IMG_0007.MP4",1118.967916671,86.86722222,-6.445003012,37.02359302,"Mammal"
"6231","vulpes vulpes","aune","aune010","Rev15",2022-11-29 05:07:28,"eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0113.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6232","vulpes vulpes","aune","aune010","Rev15",2022-11-29 05:07:46,"searching for food, searching for food, searching for food",FALSE,2,"23.82726852",24,"38","Aune010_Rev15_IMG_0114.MP4, IMG_0115.MP4, IMG_0116.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6233","cervus elaphus","aune","aune010","Rev15",2022-11-29 06:07:58,"eating, eating, probably eating, probably eating",FALSE,2,"23.82726852",24,"107.25","Aune010_Rev15_IMG_0117.MP4, IMG_0118.MP4, IMG_0119.MP4, IMG_0120.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6234","erithacus rubecula","sasp","sasp012","Rev24",2022-11-29 09:36:00,"probably eating",FALSE,1,"11.16384259",9,"10.124838","Sasp012_Rev24_IMG_0266.AVI",1187.09916665,31.961782404,-6.451200005,36.989463,"Bird"
"6235","erithacus rubecula","sasp","sasp012","Rev24",2022-11-29 10:11:00,"probably eating",FALSE,1,"11.16384259",9,"10.249836","Sasp012_Rev24_IMG_0267.AVI",1187.09916665,31.961782404,-6.451200005,36.989463,"Bird"
"6236","sylvia melanocephala","aspa","aspa020","Rev23",2022-11-29 10:24:10,"eating",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0136.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6237","vulpes vulpes","aune","aune011","Rev15",2022-11-29 10:23:40,"probably eating",FALSE,2,"23.86247686",24,"18","Aune011_Rev15_IMG_0070.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6238","sylvia communis","aspa","aspa025","Rev23",2022-11-29 10:39:48,"eating",FALSE,1,"5.016643519",5,"10","Aspa025_Rev23_IMG_0020.MP4",1143.625705974,22.313055549,-6.446081009,36.96463899,"Bird"
"6239","cervus elaphus","oeur","oeur017","Rev14",2022-11-29 10:52:24,"probably eating",FALSE,1,"11.86553241",12,"10.249836","Oeur017_Rev14_IMG_0029.AVI",1118.967916671,54.819768521,-6.444674022,37.02429299,"Mammal"
"6240","cervus elaphus","oeur","oeur017","Rev14",2022-11-29 10:53:04,"probably eating",FALSE,1,"11.86553241",12,"10.374834","Oeur017_Rev14_IMG_0031.AVI",1118.967916671,54.819768521,-6.444674022,37.02429299,"Mammal"
"6241","cyanistes caeruleus","sasp","sasp004","Rev23",2022-11-29 10:59:00,"eating",FALSE,1,"5.086273148",12,"10.499895","Sasp004_Rev23_IMG_0012.AVI",1187.09916665,120.200416668,-6.451450036839,36.989269964397,"Bird"
"6242","turdus merula","aune","aune010","Rev15",2022-11-29 11:03:56,"probably eating",FALSE,2,"23.82726852",24,"10.25","Aune010_Rev15_IMG_0009.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6243","sylvia atricapilla","olan","olan018","Rev09",2022-11-29 12:06:24,"searching for food",FALSE,2,"23.95974537",24,"10","Olan018_Rev09_IMG_0062.MP4",246.527511576,221.433414354,-6.534600025,37.01724297,"Bird"
"6244","sus scrofa","aune","aune011","Rev15",2022-11-29 12:19:02,"searching for food",FALSE,2,"23.86247686",24,"31","Aune011_Rev15_IMG_0071.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6245","vulpes vulpes","aune","aune002","Rev15",2022-11-29 12:44:20,"searching for food",FALSE,2,"23.8762037",24,"10.25","Aune002_Rev15_IMG_0047.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Mammal"
"6246","turdus merula","aune","aune002","Rev15",2022-11-29 13:26:24,"eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0049.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6247","sylvia atricapilla","aspa","aspa025","Rev23",2022-11-29 14:01:26,"eating, eating",FALSE,1,"5.016643519",5,"27","Aspa025_Rev23_IMG_0024.MP4, IMG_0025.MP4",1143.625705974,22.313055549,-6.446081009,36.96463899,"Bird"
"6248","vulpes vulpes","aspa","aspa025","Rev23",2022-11-29 15:24:10,"eating",FALSE,1,"5.016643519",5,"10","Aspa025_Rev23_IMG_0027.MP4",1143.625705974,22.313055549,-6.446081009,36.96463899,"Mammal"
"6249","turdus merula","aune","aune002","Rev15",2022-11-29 15:29:08,"probably eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0050.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6250","cervus elaphus","oeur","oeur018","Rev14",2022-11-29 15:34:38,"searching for food",FALSE,1,"11.86571759",12,"10.333168","Oeur018_Rev14_IMG_0027.AVI",1118.967916671,82.03935185,-6.444847025,37.02415402,"Mammal"
"6251","erithacus rubecula","aspa","aspa020","Rev23",2022-11-29 16:41:46,"eating",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0191.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6252","turdus merula","aune","aune002","Rev15",2022-11-29 16:37:48,"probably eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0051.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6253","turdus merula","aune","aune002","Rev15",2022-11-29 17:07:44,"eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0053.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
